ID,Year_Birth,Education,Marital_Status,Income,Children,Wines_Products,Fruits_Products,Meat_Products,Fish_Products,Sweet_Products,PurchasesFromCatalog,PurchasesFromStore,PurchasesFromWeb,Deals_Claimed
1159,1943,Master,Married,65073,0,629,17,177,69,0,3,5,5,1
1160,1971,Graduate,Divorced,25818,1,5,2,8,2,2,1,2,0,1
1161,1963,Graduate,Divorced,45146,2,33,0,5,0,0,1,2,1,2
1162,1985,PhD,Married,33454,1,76,10,56,3,1,0,4,4,2
1163,1950,Secondary,Together,52203,0,488,21,238,56,108,7,11,8,1
1164,1984,Graduate,Together,26646,1,11,4,20,10,3,0,4,2,2
1165,1969,PhD,Married,68462,0,561,64,785,84,128,3,8,3,1
1166,1962,PhD,Single,27238,2,37,0,17,0,0,0,3,3,3
1167,1951,Graduate,Married,75903,1,340,108,185,130,38,6,9,6,2
1168,1978,Graduate,Single,38643,2,22,2,14,0,1,0,3,2,2
1169,1947,Graduate,Together,74485,0,499,149,815,173,49,7,12,6,1
1170,1967,Master,Single,32557,1,34,3,29,0,4,1,3,2,3
1171,1976,PhD,Together,37395,1,18,0,9,0,1,0,3,1,1
1172,1982,Master,Married,43815,1,14,10,29,4,7,0,3,2,1
1173,1977,Graduate,Married,31353,2,10,0,10,3,1,1,2,1,2
1174,1965,Graduate,Married,59594,1,457,4,29,0,0,1,7,8,1
1175,1971,Graduate,Divorced,44421,2,110,5,59,7,1,0,4,5,5
1176,1976,Graduate,Married,65991,1,507,19,364,25,47,5,10,9,3
1177,1966,PhD,Single,7144,2,81,4,33,5,2,1,1,23,0
1178,1950,PhD,Together,59292,1,378,14,68,19,14,5,8,3,2
1179,1953,Graduate,Single,73892,0,703,102,601,0,58,11,8,3,1
1180,1947,Master,Single,91712,0,1276,24,746,94,29,7,11,9,0
1181,1949,PhD,Widow,54356,1,710,15,30,20,0,2,8,11,3
1182,1952,Master,Together,70545,1,138,39,63,55,18,1,7,4,1
1183,1976,Master,Single,60482,1,255,43,134,37,14,2,7,7,1
1184,1955,Master,Together,82384,0,984,51,432,180,120,10,13,3,1
1185,1979,Graduate,Married,58025,1,270,31,88,11,48,2,10,3,3
1186,1962,Master,Single,72217,0,816,42,450,55,56,10,8,3,1
1187,1968,Graduate,Together,35322,3,28,9,37,12,7,0,4,2,3
1188,1952,PhD,Married,50870,1,53,0,8,0,0,0,3,2,1
1189,1948,Master,Married,83790,0,1076,16,417,42,48,10,6,8,1
1190,1966,Graduate,Divorced,55686,1,673,0,199,37,47,3,5,6,2
1191,1986,Graduate,Together,34728,1,14,0,16,0,0,1,2,1,1
1192,1951,Master,Together,59385,2,135,0,10,0,4,1,4,3,2
1193,1986,PhD,Married,82333,0,1311,0,359,46,89,3,10,4,1
1194,1977,Graduate,Married,54233,1,652,8,158,21,0,6,5,11,4
1195,1968,PhD,Divorced,42564,1,324,48,186,39,18,8,4,6,6
1196,1986,PhD,Together,91820,0,410,73,747,76,161,5,12,5,0
1197,1978,Graduate,Married,33039,1,30,8,12,8,8,0,4,2,1
1198,1959,Graduate,Married,65031,1,258,107,291,84,37,3,13,10,4
1199,1976,Master,Single,70893,0,768,44,561,77,44,6,10,6,1
1200,1967,Graduate,Together,65777,0,565,32,435,28,32,8,6,2,1
1201,1960,Graduate,Married,29315,2,13,2,14,8,7,0,4,2,4
1202,1985,Graduate,Single,29938,1,3,3,7,0,2,0,3,1,2
1203,1959,Graduate,Married,79823,1,835,73,380,114,73,9,7,6,1
1204,1979,Basic,Single,15862,1,1,1,4,11,9,0,3,1,1
1205,1987,Master,Divorced,61787,0,621,73,414,78,48,4,6,8,1
1206,1984,Graduate,Together,15345,1,5,2,16,3,2,1,2,1,2
1207,1978,Graduate,Married,44359,2,20,0,14,7,3,0,4,2,3
1208,1959,Secondary,Divorced,59052,1,230,35,75,63,57,1,7,7,3
1209,1987,Secondary,Married,30390,0,10,12,12,25,1,0,3,2,1
1210,1954,PhD,Married,36930,1,223,2,31,0,2,2,4,5,5
1211,1979,Graduate,Single,57537,1,191,56,139,51,8,3,8,4,4
1212,1949,Master,Widow,47570,2,67,1,20,0,2,2,2,2,3
1213,1953,Graduate,Together,48794,2,25,0,11,3,0,0,3,1,1
1214,1971,PhD,Together,32892,1,26,0,15,2,1,0,3,3,2
1215,1978,Graduate,Divorced,71022,1,909,12,278,0,12,2,11,5,3
1216,1976,PhD,Together,52190,2,42,0,17,0,0,1,3,2,3
1217,1974,Basic,Married,18393,1,7,10,13,16,0,0,3,3,2
1218,1969,Graduate,Together,58917,3,151,7,89,0,7,1,6,4,5
1219,1988,Master,Married,78285,0,647,107,391,175,67,4,10,6,1
1220,1967,Graduate,Divorced,57136,0,267,140,599,34,12,5,7,7,1
1221,1971,Master,Together,80573,0,829,138,430,60,92,6,13,4,1
1222,1961,Graduate,Together,88347,0,1050,178,555,77,138,7,9,4,1
1223,1954,Graduate,Married,86718,0,344,189,482,50,33,6,5,5,1
1224,1977,Graduate,Together,33178,1,12,6,2,11,2,0,3,1,1
1225,1950,PhD,Widow,76842,0,605,10,345,84,54,8,7,1,1
1226,1964,PhD,Married,45759,2,42,1,18,3,0,0,3,2,2
1227,1985,Secondary,Single,41473,1,21,8,20,15,3,0,3,2,1
1228,1958,Graduate,Married,61074,1,789,0,133,0,28,5,8,11,7
1229,1967,Graduate,Together,66825,0,243,101,405,29,40,5,6,4,1
1230,1976,Graduate,Divorced,64892,1,527,24,230,32,24,4,12,6,2
1231,1982,Graduate,Married,28718,1,12,4,6,11,8,0,3,2,2
1232,1969,Master,Single,62772,1,581,49,157,43,8,6,11,5,1
1233,1965,PhD,Married,57236,2,105,0,9,2,1,1,4,2,3
1234,1971,Master,Single,36230,1,14,2,30,8,2,0,4,2,1
1235,1959,PhD,Married,38829,1,76,0,7,0,0,2,2,3,1
1236,1960,Graduate,Married,51651,1,293,6,23,13,6,2,5,6,4
1237,1975,Secondary,Together,19789,1,2,5,9,28,6,1,3,2,3
1238,1980,Graduate,Single,30828,1,16,11,15,2,0,1,4,1,2
1239,1977,Graduate,Together,39771,1,6,2,18,2,8,0,3,2,1
1240,1989,Basic,Married,17487,1,0,0,1,7,4,0,2,1,1
1241,1951,PhD,Widow,67680,1,546,0,48,0,6,3,8,7,1
1242,1954,Graduate,Together,77972,0,613,22,319,33,102,6,9,4,1
1243,1982,Master,Together,18492,1,2,2,2,2,1,0,2,1,1
1244,1974,Graduate,Together,47889,1,29,0,29,0,5,0,3,2,1
1245,1945,Master,Together,62847,0,521,168,706,80,76,6,4,3,1
1246,1949,Master,Married,76995,1,1012,80,498,0,16,4,9,11,2
1247,1954,PhD,Married,72550,2,826,50,317,50,38,2,12,5,9
1248,1984,Graduate,Married,38680,1,11,0,36,15,5,0,3,2,1
1249,1981,Graduate,Together,56386,2,230,48,214,13,32,1,7,9,8
1250,1944,PhD,Divorced,55614,0,504,13,131,8,0,4,6,9,1
1251,1969,Master,Married,70091,1,964,34,137,15,0,2,10,5,2
1252,1966,Graduate,Widow,27038,0,1,26,25,17,23,0,3,3,1
1253,1970,Master,Married,44511,1,513,7,133,46,14,4,8,8,6
1254,1975,Graduate,Together,59481,1,178,3,85,71,66,3,8,3,2
1255,1978,Graduate,Married,38415,2,22,1,13,4,0,0,3,1,2
1256,1979,Master,Divorced,33462,1,22,3,18,0,0,0,3,2,1
1257,1988,Graduate,Single,66951,0,277,162,305,173,76,4,7,3,1
1258,1961,Graduate,Divorced,27215,3,30,5,22,8,9,1,4,2,4
1259,1984,Graduate,Together,16529,1,3,0,5,13,0,0,3,1,1
1260,1965,Graduate,Married,77343,0,227,151,573,98,54,4,9,3,1
1261,1970,PhD,Married,55158,2,293,0,87,4,11,2,5,7,4
1262,1972,Graduate,Together,59868,1,771,51,154,54,10,2,12,11,7
1263,1940,PhD,Single,51141,0,144,0,7,0,0,1,4,3,1
1264,1965,Graduate,Single,23478,0,28,6,27,12,17,0,3,3,1
1265,1989,Graduate,Together,31928,1,33,4,24,4,2,0,4,3,2
1266,1966,Graduate,Single,33279,0,10,3,3,0,0,0,3,0,1
1267,1973,Basic,Married,18978,1,2,8,1,4,7,0,3,1,1
1268,1966,Master,Married,38179,2,38,4,22,4,2,1,3,3,4
1269,1964,Graduate,Married,75236,1,438,66,400,12,38,3,13,8,1
1270,1951,Master,Single,58217,3,68,1,13,3,5,0,4,2,1
1271,1948,PhD,Single,60200,1,502,19,132,0,6,2,11,6,6
1272,1968,Master,Together,43795,1,314,11,53,4,3,3,4,7,3
1273,1951,Graduate,Married,71965,1,572,19,286,50,38,3,5,6,3
1274,1954,PhD,Married,70421,1,479,28,136,75,14,3,7,10,3
1275,1985,Graduate,Together,29103,1,16,0,17,6,3,0,3,1,2
1276,1988,Graduate,Single,68655,0,456,19,832,75,118,5,11,4,1
1277,1954,Graduate,Married,38998,2,34,1,14,0,0,0,3,2,3
1278,1979,Graduate,Married,17688,1,2,2,1,3,1,0,2,1,1
1279,1966,Graduate,Single,86358,2,957,47,494,82,47,3,6,5,4
1280,1962,Graduate,Divorced,37859,3,22,1,8,2,1,0,3,1,2
1281,1985,Graduate,Married,21355,1,5,13,14,0,5,1,2,2,2
1282,1983,Graduate,Divorced,82025,0,267,98,606,48,70,2,6,3,1
1283,1980,Secondary,Married,96547,0,448,21,125,52,101,6,8,7,0
1284,1974,Graduate,Married,44989,1,98,0,106,49,10,1,5,5,5
1285,1953,Graduate,Together,41452,2,13,0,3,0,0,0,2,1,1
1286,1982,Master,Single,75777,0,712,26,538,69,13,6,11,3,1
1287,1979,Graduate,Together,21645,1,14,0,23,4,5,0,3,3,3
1288,1987,Graduate,Single,29236,1,37,4,24,16,9,0,3,4,2
1289,1971,Graduate,Divorced,1730,0,1,1,3,1,1,0,0,0,15
1290,1989,Master,Divorced,10979,0,8,4,10,2,2,0,3,3,2
1291,1969,Master,Together,35924,2,8,0,14,2,3,0,3,1,1
1292,1959,PhD,Divorced,68805,1,182,2,49,17,13,1,7,3,1
1293,1974,PhD,Married,65352,1,284,3,84,4,7,2,8,4,2
1294,1965,PhD,Together,32727,0,167,13,180,86,13,3,5,7,2
1295,1954,Graduate,Widow,27421,0,43,12,96,78,40,1,6,4,3
1296,1977,Graduate,Divorced,32952,1,38,0,12,3,1,0,3,2,1
1297,1967,Graduate,Single,79146,2,245,16,223,21,43,1,8,8,2
1298,1968,Graduate,Divorced,61671,1,641,7,56,0,0,4,6,10,8
1299,1994,Graduate,Together,80685,0,241,45,604,34,26,4,10,6,1
1300,1953,Master,Widow,84953,0,167,48,602,63,72,10,4,3,1
1301,1967,PhD,Married,63246,2,593,30,91,29,22,3,12,6,1
1302,1978,Secondary,Married,26224,1,4,7,15,13,9,1,3,2,3
1303,1968,PhD,Married,44377,2,224,0,30,0,0,1,5,5,8
1304,1967,Graduate,Divorced,76982,0,464,151,292,65,60,3,4,8,1
1305,1941,PhD,Married,93027,0,1285,42,716,55,0,10,5,7,0
1306,1966,PhD,Single,46734,3,100,1,39,6,1,2,3,3,4
1307,1971,Graduate,Single,31632,0,17,8,12,11,15,1,2,2,1
1308,1952,Graduate,Single,84574,0,387,20,713,38,54,11,11,9,1
1309,1958,Master,Married,49572,2,35,1,16,0,1,0,3,2,2
1310,1977,Master,Married,27889,1,14,0,4,0,0,1,2,1,1
1311,1974,Graduate,Married,26751,2,1,1,5,0,3,0,2,1,1
1312,1947,Graduate,Single,77457,0,675,11,400,15,45,5,10,2,1
1313,1982,Graduate,Together,50272,1,99,13,66,43,8,1,5,4,3
1314,1972,PhD,Together,83443,0,518,42,742,55,56,10,5,6,1
1315,1974,Graduate,Together,75702,1,1073,0,629,145,37,5,13,10,1
1316,1976,Graduate,Married,74068,0,783,30,537,140,76,10,9,4,1
1317,1950,Master,Divorced,38054,2,23,2,17,2,1,0,3,2,2
1318,1951,Graduate,Divorced,43185,1,537,6,42,16,6,3,6,9,2
1319,1980,Master,Married,69661,0,656,16,106,32,16,3,12,7,1
1320,1972,Secondary,Single,65704,0,279,172,74,38,8,10,10,2,1
1321,1955,Graduate,Single,62535,1,163,48,90,0,45,2,8,3,1
1322,1984,Graduate,Single,11012,1,24,3,26,7,1,1,2,3,3
1323,1981,Graduate,Single,58684,0,479,35,179,28,7,3,12,5,1
1324,1968,Master,Married,29543,2,17,3,18,3,4,1,2,3,2
1325,1973,Graduate,Married,33471,1,43,2,27,0,9,0,4,3,3
1326,1963,Graduate,Together,54414,2,109,18,16,24,26,1,5,3,4
1327,1971,Graduate,Married,76445,1,739,107,309,140,80,5,13,2,1
1328,1953,PhD,Single,46231,3,189,2,55,0,5,1,4,6,4
1329,1955,PhD,Married,66465,1,1200,0,204,38,29,9,12,11,3
1330,1978,Secondary,Married,25804,1,8,7,9,13,6,0,3,2,2
1331,1974,PhD,Married,37087,1,194,55,134,15,0,2,8,4,3
1332,1983,Graduate,Married,36790,0,3,3,14,15,21,1,2,2,1
1333,1966,PhD,Single,78420,0,604,28,674,91,28,10,8,3,1
1334,1952,PhD,Together,61010,1,888,0,57,0,0,5,11,8,2
1335,1973,Graduate,Married,67432,1,432,79,341,177,136,5,4,8,2
1336,1962,Graduate,Divorced,63887,1,897,23,207,15,11,6,12,9,5
1337,1985,Graduate,Married,19986,1,3,6,5,0,2,0,3,0,1
1338,1963,PhD,Widow,52278,1,953,0,71,0,0,5,10,10,6
1339,1943,PhD,Married,75865,0,483,0,591,156,0,5,10,3,1
1340,1965,Master,Widow,51390,2,205,20,47,23,2,2,5,5,6
1341,1957,Graduate,Married,73803,1,833,80,363,52,26,5,6,9,2
1342,1982,Graduate,Single,68627,0,395,15,263,60,54,3,6,2,1
1343,1968,Graduate,Divorced,36997,2,43,4,12,8,0,1,4,2,5
1344,1977,PhD,Single,42997,2,4,0,5,0,1,0,2,1,1
1345,1962,PhD,Married,54693,1,686,17,142,23,26,4,13,6,8
1346,1986,Master,Single,21888,1,88,10,46,2,3,1,2,5,4
1347,1955,Secondary,Together,74805,1,209,162,209,41,162,7,10,4,5
1348,1972,Graduate,Together,64474,1,381,35,172,56,86,2,10,8,2
1349,1977,Graduate,Married,30368,1,35,0,13,2,0,0,3,2,2
1350,1966,PhD,Together,30843,2,24,0,2,0,0,1,2,1,2
1351,1955,Graduate,Together,65748,1,172,73,93,95,78,4,10,2,2
1352,1950,PhD,Married,41145,2,9,0,3,0,0,0,3,0,1
1353,1957,Graduate,Married,62187,0,792,0,275,45,45,8,5,4,1
1354,1973,Graduate,Widow,42429,1,55,0,6,2,0,1,3,1,2
1355,1972,Graduate,Married,69209,0,496,32,849,229,48,3,6,5,2
1356,1975,Secondary,Married,17003,1,2,5,12,4,8,0,4,2,3
1357,1960,Graduate,Widow,47916,1,505,0,26,0,0,4,6,7,5
1358,1978,Graduate,Together,57867,1,344,35,178,15,23,2,9,7,7
1359,1969,Graduate,Together,38361,1,39,0,56,20,8,1,3,3,3
1360,1978,Secondary,Single,52195,3,12,0,4,0,0,0,2,1,1
1361,1981,Graduate,Divorced,56981,0,908,48,217,32,12,3,13,2,1
1362,1957,Graduate,Married,78618,0,736,163,818,212,163,7,10,4,1
1363,1971,Master,Single,33316,2,79,1,31,4,4,1,4,2,3
1364,1969,PhD,Together,69476,0,260,86,559,63,9,6,4,4,1
1365,1953,Graduate,Married,48686,3,10,0,7,2,0,0,2,1,1
1366,1968,Graduate,Together,41728,1,13,6,15,3,5,0,2,2,1
1367,1985,Graduate,Single,70596,0,347,44,534,17,0,5,12,3,1
1368,1973,Graduate,Single,7500,1,5,3,10,12,7,1,3,3,4
1369,1952,Graduate,Divorced,69142,1,448,4,34,6,4,1,7,8,3
1370,1982,Secondary,Single,23616,1,4,22,11,3,7,0,3,3,2
1371,1949,Secondary,Widow,74859,0,570,73,614,133,102,5,11,6,1
1372,1986,PhD,Together,38197,1,23,0,11,2,1,0,3,1,1
1373,1971,Master,Married,56850,1,34,1,19,2,7,1,3,1,1
1374,1959,PhD,Married,36732,2,21,5,3,10,1,1,4,1,3
1375,1961,Secondary,Widow,59184,1,341,142,113,259,151,6,12,6,3
1376,1958,PhD,Single,71691,0,336,130,411,240,32,7,5,4,1
1377,1973,Basic,Together,9722,1,6,17,16,6,16,1,3,3,4
1378,1957,Graduate,Married,55267,1,161,28,136,32,3,4,6,3,4
1379,1981,Master,Married,36959,1,25,6,25,6,0,0,3,2,2
1380,1952,PhD,Divorced,46610,2,96,12,96,33,22,1,6,4,6
1381,1976,Graduate,Together,51369,1,297,7,79,0,11,2,4,8,2
1382,1981,Master,Together,42021,1,393,5,136,7,5,1,6,10,5
1383,1968,Graduate,Divorced,75693,0,797,153,293,72,97,4,6,11,1
1384,1951,Master,Together,39767,0,113,61,204,34,26,1,7,7,2
1385,1978,Graduate,Together,41580,2,56,5,24,4,0,1,3,2,3
1386,1966,Graduate,Married,80398,0,342,51,936,207,35,8,12,5,1
1387,1951,Graduate,Single,49090,1,494,5,82,7,0,2,9,7,3
1388,1952,PhD,Married,54549,1,216,2,6,0,0,1,4,5,2
1389,1970,Graduate,Together,53187,1,211,2,30,7,7,1,6,4,2
1390,1964,PhD,Married,31686,2,11,0,5,0,0,0,3,1,2
1391,1971,Graduate,Married,43824,2,96,1,42,12,3,1,4,3,4
1392,1968,Master,Divorced,27071,1,8,3,19,0,2,0,3,2,2
1393,1987,Graduate,Single,46923,1,85,44,54,102,78,1,7,5,3
1394,1971,Secondary,Married,54690,2,111,16,37,7,9,1,5,3,3
1395,1975,Graduate,Together,80144,0,240,132,445,250,192,7,8,3,1
1396,1991,PhD,Single,68126,0,1332,17,311,23,51,4,5,7,1
1397,1988,Graduate,Single,27938,1,13,0,8,2,1,0,4,1,1
1398,1973,Graduate,Divorced,71128,1,958,159,447,20,0,10,12,2,3
1399,1969,Master,Married,42169,2,19,0,9,0,0,0,3,1,2
1400,1967,Master,Together,62513,1,520,42,98,0,42,4,10,6,2
1401,1954,Graduate,Single,36130,1,157,43,127,68,56,8,4,3,6
1402,1956,Master,Together,34941,2,39,2,25,4,3,0,3,3,2
1403,1954,Graduate,Single,22507,0,68,0,226,51,157,2,4,10,3
1404,1964,Master,Single,63972,1,928,63,254,0,12,4,10,5,4
1405,1950,PhD,Widow,56551,2,67,4,32,17,2,1,4,2,3
1406,1963,Master,Single,64191,1,420,15,186,151,38,3,13,5,3
1407,1950,PhD,Divorced,42873,2,209,0,40,3,2,1,4,6,4
1408,1948,PhD,Married,56223,1,77,28,31,16,0,1,5,2,2
1409,1976,Graduate,Single,75825,0,1032,105,779,137,105,8,9,5,0
1410,1957,PhD,Married,44155,2,22,1,9,0,0,1,2,1,1
1411,1956,Secondary,Together,54342,2,84,10,34,11,10,1,4,3,4
1412,1968,Master,Divorced,23748,1,6,6,29,12,15,1,3,2,3
1413,1980,Graduate,Married,43586,1,99,2,11,4,0,0,4,3,3
1414,1964,Graduate,Married,49096,2,144,1,32,2,1,1,4,4,4
1415,1952,Graduate,Married,50300,1,143,15,60,24,23,1,8,2,2
1416,1978,PhD,Single,31626,1,39,1,9,2,1,1,2,2,1
1417,1979,PhD,Together,27922,1,11,0,13,2,4,0,3,2,1
1418,1992,Basic,Single,15253,1,1,3,3,8,1,0,3,1,2
1419,1983,Graduate,Together,37292,1,275,0,86,10,23,3,5,6,5
1420,1974,Secondary,Together,49669,1,166,5,107,11,8,1,6,5,2
1421,1974,Graduate,Single,42373,2,67,5,61,3,8,1,5,2,5
1422,1990,Basic,Single,16185,1,5,11,16,21,8,2,2,2,2
1423,1975,Master,Married,92163,0,817,183,797,106,163,11,5,5,0
1424,1973,Secondary,Married,43050,1,30,5,24,6,3,0,4,2,2
1425,1977,Graduate,Married,22108,2,5,3,9,6,2,0,3,2,2
1426,1978,Master,Together,61346,1,562,58,168,43,16,7,10,5,1
1427,1989,Graduate,Single,64449,1,218,63,282,137,35,3,12,5,4
1428,1973,PhD,Single,35860,2,15,0,8,4,2,1,2,1,2
1429,1985,PhD,Single,30298,0,6,3,12,6,1,1,3,1,1
1430,1968,Master,Married,70777,1,554,35,113,0,7,3,12,5,3
1431,1976,PhD,Married,51650,1,152,3,22,2,5,1,4,4,1
1432,1975,Secondary,Together,46772,1,350,104,189,197,151,8,5,11,6
1433,1946,PhD,Single,62159,0,182,17,259,77,70,2,10,6,1
1434,1947,Master,Together,66000,0,244,51,270,101,0,3,5,1,1
1435,1965,Secondary,Married,76800,0,173,26,255,35,71,4,7,4,1
1436,1978,Graduate,Married,64813,1,293,0,124,179,97,2,10,7,1
1437,1986,Graduate,Married,22518,1,11,7,12,2,2,1,2,2,2
1438,1954,PhD,Married,57744,1,350,3,39,0,0,1,4,9,2
1439,1978,Secondary,Together,38702,1,13,11,24,13,8,0,4,3,2
1440,1986,PhD,Single,29999,1,68,7,59,10,5,1,4,3,4
1441,1983,PhD,Married,23536,1,6,0,3,0,0,0,3,0,1
1442,1967,Master,Married,37054,2,12,1,6,0,1,0,3,1,2
1443,1976,Graduate,Together,62061,1,641,7,84,0,30,4,7,10,3
1444,1972,Secondary,Together,46344,1,233,20,57,8,20,1,5,7,4
1445,1959,Graduate,Together,54753,1,197,107,227,7,59,2,11,5,3
1446,1976,Graduate,Together,54058,1,198,18,252,32,108,6,8,4,2
1447,1981,Master,Together,77882,0,68,129,396,188,22,3,5,3,1
1448,1959,Master,Married,77520,1,940,44,396,0,88,7,7,8,1
1449,1968,Graduate,Single,36065,2,18,7,34,10,2,0,3,3,3
1450,1974,Graduate,Single,49166,1,224,2,25,7,0,3,3,5,2
1451,1970,PhD,Married,80336,0,209,19,456,160,142,9,13,2,1
1452,1949,Graduate,Widow,70165,0,161,0,253,199,191,7,11,3,1
1453,1952,Master,Married,77027,1,820,57,242,45,0,3,6,8,2
1454,1975,PhD,Married,86836,0,179,21,273,0,21,10,6,6,1
1455,1973,PhD,Together,63516,2,141,11,114,15,14,1,7,4,4
1456,1949,Graduate,Married,72025,0,967,0,617,43,50,8,13,4,1
1457,1946,Master,Married,66835,0,620,26,195,34,17,4,13,6,1
1458,1969,Graduate,Single,18589,0,6,4,25,15,12,1,3,2,2
1459,1952,PhD,Married,77610,1,1245,33,332,21,33,7,4,4,2
1460,1971,Master,Married,34109,1,9,1,5,2,1,0,3,0,1
1461,1978,Graduate,Married,38136,1,8,15,27,0,20,1,2,3,2
1462,1976,PhD,Together,72335,0,1285,105,653,28,21,4,8,10,1
1463,1951,PhD,Single,64950,1,819,0,72,12,0,2,10,11,2
1464,1969,Master,Single,26877,0,101,13,76,20,18,1,6,3,2
1465,1982,Graduate,Married,24711,0,10,7,25,6,3,0,3,3,1
1466,1958,PhD,Together,51518,1,350,8,66,17,4,2,10,3,2
1467,1975,PhD,Married,36663,1,18,0,6,3,3,1,3,1,1
1468,1969,Graduate,Married,42231,2,24,0,8,0,1,0,3,1,1
1469,1961,Graduate,Married,79410,0,658,80,483,123,13,2,5,3,1
1470,1962,Secondary,Together,82122,0,734,22,350,151,25,9,13,3,1
1471,1987,PhD,Single,95169,0,1285,21,449,106,20,3,4,4,1
1472,1959,Graduate,Single,80982,2,505,137,401,104,22,5,11,11,3
1473,1955,Graduate,Single,72906,0,400,32,519,71,75,4,9,3,1
1474,1969,Graduate,Married,65747,1,346,17,48,23,13,1,6,8,4
1475,1947,Graduate,Married,27469,0,9,1,2,3,2,0,3,0,1
1476,1958,Graduate,Together,28087,2,53,8,17,13,0,2,2,2,3
1477,1955,PhD,Together,75261,0,1239,17,413,23,34,6,5,5,1
1478,1983,Graduate,Together,36075,1,46,0,30,12,1,0,4,2,1
1479,1981,Secondary,Married,51111,2,22,0,19,6,5,0,3,2,2
1480,1952,Graduate,Married,62998,1,120,58,73,65,89,4,5,5,5
1481,1988,Master,Single,90247,0,1184,32,352,21,16,4,7,3,1
1482,1971,Secondary,Together,26850,2,31,1,13,7,2,1,4,2,4
1483,1971,PhD,Widow,47111,1,595,71,153,120,112,2,10,3,6
1484,1973,PhD,Married,54222,1,199,12,31,3,12,3,5,3,1
1485,1982,Graduate,Married,22448,1,3,1,8,23,2,1,3,2,3
1486,1986,Graduate,Single,26816,0,5,1,6,3,4,0,3,0,1
1487,1971,Graduate,Married,25721,1,1,3,6,3,6,1,2,1,1
1488,1959,Graduate,Married,42243,2,48,0,2,0,0,0,3,2,2
1489,1956,Graduate,Married,63943,1,423,184,368,13,97,4,6,6,1
1490,1969,Master,Married,79734,0,572,8,232,23,62,3,6,4,1
1491,1951,PhD,Married,53312,0,241,0,12,0,0,1,5,5,1
1492,1975,PhD,Married,60631,2,565,6,65,0,6,2,8,9,5
1493,1986,Master,Married,27161,1,7,4,23,7,0,0,3,1,1
1494,1973,Graduate,Together,22682,1,10,14,29,4,2,1,4,2,3
1495,1985,PhD,Single,37929,0,202,2,46,3,2,2,5,4,2
1496,1976,Master,Together,46106,2,30,0,8,2,0,1,2,1,1
1497,1960,Graduate,Married,31454,2,28,0,11,0,0,0,3,2,3
1498,1956,Master,Together,50898,2,285,28,242,55,114,2,12,6,13
1499,1990,Basic,Married,24279,0,16,36,21,20,62,1,3,4,1
1500,1968,Graduate,Married,51287,2,117,0,22,13,0,1,3,4,3
1501,1956,Master,Together,14661,0,4,1,11,6,2,0,3,1,1
1502,1978,PhD,Married,82170,0,1023,93,651,49,55,6,7,5,1
1503,1952,Master,Divorced,59354,2,233,2,53,3,5,1,5,6,3
1504,1978,Secondary,Single,38593,1,51,12,49,17,24,1,3,4,3
1505,1984,Graduate,Married,23228,1,53,3,49,7,4,0,4,3,4
1506,1971,Secondary,Married,78041,0,482,35,553,72,160,4,9,4,1
1507,1957,Secondary,Married,53233,1,28,0,9,3,0,0,3,1,1
1508,1975,Master,Married,54730,1,318,3,17,4,7,1,8,4,5
1509,1971,Master,Married,39791,1,85,15,27,13,13,1,4,3,2
1510,1980,Secondary,Together,14515,1,6,4,9,6,36,2,3,2,4
1511,1972,Master,Married,53761,2,158,0,76,13,7,4,3,4,6
1512,1980,Graduate,Married,33228,1,22,2,31,7,4,0,3,2,1
1513,1950,Master,Widow,64866,1,508,5,21,7,5,3,7,7,4
1514,1973,Basic,Together,27190,1,1,6,7,0,1,0,2,1,1
1515,1956,Master,Together,69245,1,428,30,214,80,30,5,10,6,2
1516,1965,PhD,Divorced,47025,2,16,0,3,0,0,0,2,1,1
1517,1990,PhD,Married,74214,0,863,83,547,86,99,2,5,8,1
1518,1965,PhD,Together,51717,1,98,1,17,0,1,0,4,3,1
1519,1964,Graduate,Together,68142,1,897,126,196,91,112,4,7,10,3
1520,1982,Graduate,Married,79908,0,557,129,761,29,185,6,7,5,1
1521,1979,Graduate,Together,90300,0,594,134,786,33,134,6,8,5,0
1522,1969,PhD,Married,30396,1,15,0,6,0,1,1,2,1,2
1523,1974,Graduate,Single,32233,1,138,15,35,25,11,2,2,6,2
1524,1987,Graduate,Together,18227,1,1,2,7,4,3,1,2,0,1
1525,1976,Secondary,Together,75484,1,378,97,259,197,194,3,6,7,2
1526,1968,PhD,Married,55954,1,447,0,28,0,0,2,6,8,3
1527,1957,Graduate,Married,43140,1,134,8,76,6,0,1,5,4,1
1528,1961,Graduate,Single,82014,0,980,37,265,35,163,6,12,3,1
1529,1951,Graduate,Married,44689,2,18,0,5,0,0,1,2,1,2
1530,1953,Master,Married,67087,1,329,35,222,130,35,5,8,7,2
1531,1979,Graduate,Divorced,68274,2,135,25,51,23,25,2,5,4,2
1532,1962,PhD,Single,33419,1,56,0,12,0,0,0,4,2,2
1533,1981,Graduate,Married,29009,1,6,6,15,10,5,0,3,2,2
1534,1958,Secondary,Single,38741,2,7,10,17,8,6,0,3,2,2
1535,1970,Secondary,Married,15315,0,7,4,13,15,8,0,4,2,2
1536,1957,Graduate,Together,21994,1,9,0,6,3,1,0,3,0,1
1537,1964,Graduate,Together,63404,2,734,26,70,11,44,3,4,6,2
